Name3,Name1,Name,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040
Africa,Guinea,Chalco Boffa,0.0,0.0,0.0,0.0,7.6326923078632785,10.17692307715104,10.17692307715104,10.7999999993088,10.17692307715104,11.307692307945599,11.307692307945599,11.307692307945599,11.307692307945599,11.307692307945599,11.307692307945599,11.307692307945599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Africa,Guinea,Alufer (Bel Air),0.0,0.0,0.325852611528384,3.4024721160249,5.1381325294448175,5.1381325294448175,8.141963854351019,8.122391827105018,8.141963854351019,8.141963854351019,8.141963854351019,9.046626504834466,9.046626504834466,9.046626504834466,9.046626504834466,9.046626504834466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Australasia,Australia,Weipa_Amrun Generic,14.390860658400001,15.839431334999997,20.934961232057006,6.860569062610621,6.37870129869492,6.37870129869492,6.37870129869492,6.379518071450251,6.8766233766165,6.8766233766165,6.8766233766165,6.8766233766165,6.8766233766165,6.8766233766165,6.8766233766165,6.8766233766165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Australasia,Australia,Gove,9.52782255,11.753086419899999,8.846207604592314,7.9629567666389995,8.3950617285,8.3950617285,8.3950617285,8.83116883116,8.3950617285,8.3950617285,8.3950617285,8.3950617285,8.3950617285,8.3950617285,8.3950617285,8.3950617285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Africa,Guinea,AMR,0.0,4.16988,8.0,5.9,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
Asia ex-China,India,Gujarat & Maharashtra,5.0658214717800005,2.14000000002675,0.6646592871261521,0.41017456158840004,6.967741934160001,6.967741934160001,6.967741934160001,7.802004297024001,7.704787522248002,6.967741934160001,6.967741934160001,6.967741934160001,6.967741934160001,6.967741934160001,6.967741934160001,6.967741934160001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Asia ex-China,Indonesia,West Kalimantan,0.0,1.2679569890064,7.266607572281649,13.6813063431528,16.2962962965,12.05925925941,1.30370370372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Africa,Guinea,Henan-Chine,0.0,1.79844097970925,5.0,5.0,5.0,5.0,9.7327394202875,9.465478840574999,9.465478840574999,10.841836734,10.000000000125,10.000000000125,10.000000000125,10.000000000125,10.000000000125,10.000000000125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Asia ex-China,Malaysia,Kuantan & Johor,6.762102332110669,4.28823529417125,0.4982525759229722,0.81431714417625,5.477647058892,5.477647058892,5.477647058892,5.74814814822,5.74814814822,3.83209876548,1.91604938274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Australasia,Fiji,Aurum Xinfa-Fiji,0.06052074286470795,0.1251428571585,0.06029382857896531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Americas,Dominican Republic,Dom. Rep.,0.292710388303262,0.0,0.0,0.0,2.0586734692559996,2.0586734692559996,2.0586734692559996,2.4000000003,2.4000000003,2.4000000003,2.1428571427199996,2.1428571427199996,2.1428571427199996,2.1428571427199996,2.1428571427199996,2.1428571427199996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Americas,Jamaica,Discovery Bay,0.0,0.42102678568734,1.1702244447264352,0.493412792153418,2.47448979576,2.47448979576,2.47448979576,2.47448979576,2.47448979576,2.47448979576,2.47448979576,2.47448979576,2.47448979576,2.47448979576,3.04528061205,3.04528061205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Africa,Ghana,Awaso,1.3269347654486856,0.9655555555676251,0.6938561646285292,0.37599334812269997,1.1496296296439998,1.1496296296439998,1.1496296296439998,1.1877551019647998,1.1877551019647998,1.1877551019647998,1.1877551019647998,1.1877551019647998,1.1877551019647998,1.1496296296439998,1.466666666685,1.466666666685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Africa,Guinea,CBG,3.481756338035663,2.6767676765,0.423665928401688,1.0161142546032,3.2627272724009995,3.2627272724009995,3.2627272724009995,7.855802469234001,7.855802469234001,7.855802469234001,7.855802469234001,7.855802469234001,10.059259259385,10.392857142191998,11.678571427823998,11.678571427823998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Africa,Guinea,AMC,0.0,0.0,0.0,0.0,0.0,0.0,2.0541176470845,3.9681818177849997,3.9681818177849997,7.936363635569999,7.936363635569999,7.936363635569999,7.936363635569999,7.936363635569999,10.409090908049999,10.409090908049999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Africa,Guinea,GAC,0.0,0.0,0.0,0.0,7.550721650278871,7.550721650278871,7.550721650278871,4.739188235353358,3.2552000000406895,3.2552000000406895,3.2552000000406895,3.2552000000406895,3.2552000000406895,3.2552000000406895,3.2552000000406895,3.2552000000406895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Australasia,Solomon Islands,Solomon Islands,0.3042065570335156,1.9553399997164755,2.092820798674807,1.4415584967024317,2.300399999666442,2.300399999666442,2.300399999666442,2.17809278373429,2.17809278373429,2.17809278373429,2.17809278373429,2.17809278373429,2.17809278373429,2.17809278373429,2.17809278373429,2.17809278373429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Australasia,Australia,Metallica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.594520547714,1.594520547714,1.594520547714,1.594520547714,1.594520547714,1.6027397257949998,1.6027397257949998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Australasia,Australia,Aurukun,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1250000005875,6.250000001175,7.291666668037501,7.291666668037501,7.8125000014687505,8.3333333349,8.3333333349,8.3333333349,8.3333333349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Australasia,Australia,Metro LT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Americas,Brazil,MRN,4.6217644499405885,2.5923062308133478,0.4750586353359,0.72505604304,3.44814814819125,3.44814814819125,3.44814814819125,2.82121212079035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Americas,Brazil,Juruti,0.0,0.7787092375,1.2507317418204,1.5748619132610002,1.9745958428955,1.9745958428955,1.9745958428955,1.9745958428955,1.9745958428955,1.9745958428955,1.9745958428955,1.9745958428955,1.9745958428955,1.9745958428955,1.9745958428955,1.9745958428955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Americas,Brazil,Mirai,0.037926,0.0,0.0,0.0,0.938864628891,0.938864628891,0.938864628891,1.061728395075,1.061728395075,1.061728395075,0.938864628891,1.877729257782,1.877729257782,1.877729257782,1.877729257782,2.816593886673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Australasia,Australia,Metro BH1,0.0,0.0,0.5706777917977726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Australasia,Australia,Amrun,0.0,0.0,0.0,1.2793643667094492,8.833634887679034,8.404882770779034,7.690295909279035,9.096767207762412,8.82576449776241,8.82576449776241,8.82576449776241,7.74175365776241,7.19974823776241,7.014285596795498,7.014285596795498,7.014285596795498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Americas,Brazil,Rondon do Para,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Australasia,Australia,Huntly,0.033846153846120004,0.4230769230765,1.187451291575736,1.4606935824887999,1.5827338131659998,1.5827338131659998,1.5827338131659998,3.8076923076885003,5.923076923071001,5.923076923071001,5.923076923071001,5.923076923071001,5.923076923071001,5.923076923071001,5.923076923071001,5.923076923071001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Asia ex-China,Vietnam,Vietnam Others,0.12243163582475143,0.46527195331841054,0.8020881197919676,0.2568817366853724,1.2525483571879528,1.2525483571879528,1.2525483571879528,1.1211406593395383,1.1211406593395383,1.1211406593395383,1.1211406593395383,1.1211406593395383,1.1211406593395383,1.1211406593395383,1.1211406593395383,1.1211406593395383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Africa,Guinea,SMB Malapouya,7.634577536251893,3.763071637711763,4.75,15.0,15.0,15.0,15.0,15.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Africa,Guinea,Rundi,0.0,0.0,0.0,0.0,0.0,3.2485900217471997,8.121475054368,7.6408163260416,7.6408163260416,7.6408163260416,8.489795917823999,8.489795917823999,8.489795917823999,8.489795917823999,8.489795917823999,8.489795917823999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Australasia,Australia,Metro Blend,0.0,0.0,0.0,1.0349387174081677,1.4687047182522561,3.190445935196328,5.156448335587299,4.789804755444164,4.76944629798419,4.748713834739682,4.727651000321392,4.706279404755832,4.684606150959368,4.662626148548775,4.640321183496576,4.618228606971737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Africa,Turkey,Seydisehir,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Australasia,Australia,Amrun HT,0.0,0.0,0.0,15.606661357458012,13.980851724371393,14.474228453231392,15.29652300133139,16.742308685619083,17.01640686831908,17.01640686831908,17.01640686831908,18.112799599119082,18.660995964519078,18.93509414721908,18.93509414721908,18.93509414721908,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Australasia,Australia,Metro BH1 Xinfa,0.0,0.0,1.595179031877356,2.0508728065193087,1.9546130392678334,1.9546130392678334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Africa,Guinea,Dian Dian,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9772357723423999,2.9658536585136,2.9658536585136,3.100283285652,3.100283285652,3.100283285652,3.1962616823376,3.1962616823376,3.1962616823376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Africa,Guinea,Dynamic,0.0,0.0,0.0,0.0,0.0,4.19727272726853,5.59636363635804,6.472429906733639,7.1915887852596,7.1915887852596,7.1915887852596,7.1915887852596,7.990654205844001,7.75070821413,7.75070821413,8.56657223667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other,Other,Other,0.5607012188546581,1.0672765387194716,0.7085201622226611,0.7817315816198555,0.6352836531980179,0.4534305300745711,0.4534305300745711,0.6352836531980179,0.6352836531980179,0.6352836531980179,0.6352836531980179,0.6352836531980179,0.6352836531980179,0.6352836531980179,0.6352836531980179,0.6352836531980179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Africa,Guinea,GDM,0.0,0.0,2.0,1.46,2.0,2.0,2.9,2.88,2.96,2.96,2.96,2.96,2.96,2.96,2.96,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Africa,Guinea,Ashapura Guinea,0.0,0.0,0.2086236334575,0.0,0.0,0.0,2.35679012348625,4.61111111116875,4.61111111116875,4.61111111116875,4.61111111116875,5.123456790187499,5.123456790187499,5.123456790187499,5.123456790187499,5.123456790187499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Africa,Guinea,SMB Kaboye,0.0,8.169934639606081,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Africa,Guinea,SMB Dabiss S,0.0,6.142063522238999,16.361133353731073,13.90998060227816,18.060577068160534,19.494522968849232,16.235654681818026,19.54768738517835,19.3224976732732,19.17196816314005,19.253418779756153,19.33680854716145,19.4221524002696,19.509514487836547,19.59901424247905,19.849771692872483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Africa,Guinea,Weiqiao Self Supply,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Africa,Guinea,AGB2A,0.0,0.0,0.0,0.0,3.3834148613212496,3.3834148613212496,4.764030611939999,4.0487804877735,5.398373983698001,7.2878048779923,7.2878048779923,7.2878048779923,7.2878048779923,8.097560975547,8.097560975547,8.097560975547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Africa,Sierra Leone,Mokanji,0.0,0.0,0.0,0.10748809264950002,1.0588235294250001,1.0588235294250001,1.0588235294250001,1.1100976399350002,1.1100976399350002,1.1100976399350002,1.1100976399350002,1.1100976399350002,1.1100976399350002,1.1100976399350002,1.1100976399350002,1.1100976399350002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Africa,Guinea,SMB Santou-Houda,0.0,0.0,0.0,0.0,0.0,0.0,8.9,13.9,26.4,33.4,33.4,33.4,33.4,33.4,33.4,24.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Africa,Guinea,CBK Kindia,0.0,0.0,0.0,1.7630310101039999,5.802631577782201,5.802631577782201,5.802631577782201,5.802631577782201,6.447368419758001,6.447368419758001,6.917647058910001,6.917647058910001,6.917647058910001,7.736842104768001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Africa,Guinea,SPIC self supply,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,Guinea,SPIC to Mkt,,,,,,,,,,,,,,,,,,,,,,,,,
