Ref. No.,Refinery,Refinery Province,Refinery Province Category,Technology,Refinery Ownership,Owner,Bauxite Source,Bauxite Self Supply,Bauxite Origin Province,Bauxite Origin Province Category,Bauxite Origin County,,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030
1.1,Bosai Xianfeng domestic,Chongqing,Other,H-B,Bosai,Other,Domestic,1,Nanchuan,Other,Nanchuan,,1005.127676,1009.967697,845.247893,848.779805,852.3518922,684.2795775,686.2638568,689.1540516,692.280981,694.5056802,522.1000425,348.5788488,0
1.1,Bosai Xianfeng domestic,Chongqing,Other,H-B,Bosai,Other,Domestic,1,Wulong,Other,Wulong,,188.1991838,189.1054249,158.2634399,158.9247519,159.5935862,128.1238802,128.4954149,129.0365723,129.6220557,130.0386063,97.75753289,65.26758381,0
5,Chalco Pingguo ,Guangxi,Guangxi,H-B,Chalco,Chalco,Domestic,1,Longzhou,Guangxi,Longzhou,,194.0684279,202.7452053,203.3273014,203.8926275,204.4444531,204.9855453,205.5182895,206.0447904,206.5669481,207.0865175,207.6051574,166.4930229,166.8995121
5,Chalco Pingguo ,Guangxi,Guangxi,H-B,Chalco,Chalco,Domestic,0.95,Pingguo,Guangxi,Pingguo,,5364.640242,5604.492699,5620.583601,5636.21093,5651.465064,5666.422494,5681.149161,5695.703243,5710.137265,5724.499741,5738.836521,4602.37237,4613.608964
5,Chalco Pingguo ,Guangxi,Guangxi,H-B,Chalco,Chalco,Domestic,1,Tiandong,Guangxi,Tiandong,,34.52334943,36.06688448,36.1704351,36.27100247,36.36916819,36.46542452,36.56019581,36.65385645,36.74674447,36.83917206,36.93143429,29.6178872,29.69019864
6.1,Jinjiang Chongzuo domestic,Guangxi,Guangxi,H-B,Jinjiang,Jinjiang,Domestic,1,Chongzuo,Guangxi,Chongzuo,,0,0,0,0,393.6595931,723.4061522,735.4231363,594.2818424,598.677021,451.5806538,453.6214762,455.7442964,457.9626523
6.1,Jinjiang Chongzuo domestic,Guangxi,Guangxi,H-B,Jinjiang,Jinjiang,Domestic,1,Longzhou,Guangxi,Longzhou,,0,0,0,0,282.3508884,518.8603894,527.4795268,426.2464553,429.3988809,323.8945551,325.3583275,326.8809124,328.47202
6.1,Jinjiang Chongzuo domestic,Guangxi,Guangxi,H-B,Jinjiang,Jinjiang,Domestic,1,Napo,Guangxi,Napo,,0,0,0,0,148.3731956,272.6570987,277.1863884,223.9891968,225.6457719,170.2040694,170.9732703,171.7733769,172.6094915
7,Huayin,Guangxi,Guangxi,H-B,"Chalco, Guangxi Investment Group, Minmetal",Chalco,Domestic,1,Debao,Guangxi,Debao,,2673.5443,2861.497015,2750.639919,2763.431437,2775.857581,2787.993666,2544.87877,2554.586834,2564.191861,2573.723139,2583.206614,2593.658023,2605.180306
7,Huayin,Guangxi,Guangxi,H-B,"Chalco, Guangxi Investment Group, Minmetal",Chalco,Domestic,1,Jingxi,Guangxi,Jingxi,,2637.141072,2822.534605,2713.18695,2725.804297,2738.061246,2750.032085,2510.227464,2519.803342,2529.277586,2538.679085,2548.033432,2558.342534,2569.707928
7,Huayin,Guangxi,Guangxi,H-B,"Chalco, Guangxi Investment Group, Minmetal",Chalco,Domestic,1,Tiandong,Guangxi,Tiandong,,33.62689873,35.99090179,34.59658028,34.75746749,34.91375916,35.06640256,32.00858901,32.13069362,32.25150227,32.37138332,32.49066313,32.62211728,32.76704049
7,Huayin,Guangxi,Guangxi,H-B,"Chalco, Guangxi Investment Group, Minmetal",Chalco,Domestic,1,Tianyang,Guangxi,Tianyang,,437.1057718,467.8347245,449.7103657,451.8016893,453.8332768,455.8174418,416.0698586,417.6570591,419.2274138,420.785711,422.3361927,424.044925,425.9287374
8,Jinjiang Tiandong,Guangxi,Guangxi,H-B,Jinjiang,Jinjiang,Domestic,1,Chongzuo,Guangxi,Chongzuo,,54.0265435,50.51147783,57.91053834,58.42964104,58.93109094,59.42028157,59.90135206,60.37757138,60.85165413,49.02304603,49.32781263,49.66662142,50.04413785
8,Jinjiang Tiandong,Guangxi,Guangxi,H-B,Jinjiang,Jinjiang,Domestic,1,Napo,Guangxi,Napo,,549.801042,514.0299814,589.3265099,594.6091579,599.712162,604.6904097,609.5860229,614.4322682,619.2567706,498.8829573,501.9844141,505.4323013,509.2740967
8,Jinjiang Tiandong,Guangxi,Guangxi,H-B,Jinjiang,Jinjiang,Domestic,1,Tiandong,Guangxi,Tiandong,,193.0152262,180.4573028,206.891186,208.7457323,210.5372121,212.2848945,214.003567,215.7049081,217.3986161,175.1397315,176.2285406,177.4389688,178.787684
8,Jinjiang Tiandong,Guangxi,Guangxi,H-B,Jinjiang,Jinjiang,Domestic,1,Tianyang,Guangxi,Tianyang,,1612.893787,1507.95597,1728.845517,1744.342668,1759.312818,1773.916982,1788.27873,1802.495653,1816.648791,1463.52073,1472.61915,1482.733855,1494.004129
9,Xinfa Jingxi,Guangxi,Guangxi,H-B,Xinfa,Xinfa,Domestic,1,Jingxi,Guangxi,Jingxi,,5469.655832,5924.730864,5872.681622,6474.823468,6574.454609,5335.388079,5406.758236,5482.853051,5565.034869,5655.175234,5756.13539,5885.938157,6067.474548
9,Xinfa Jingxi,Guangxi,Guangxi,H-B,Xinfa,Xinfa,Domestic,0,Napo,Guangxi,Napo,,309.0387711,334.750778,331.8099652,365.8313336,371.4605517,301.452564,305.4850199,309.7844217,314.4277427,319.5207263,325.2250345,332.5589672,342.8158801
11,Tiangui,Guangxi,Guangxi,H-B,Zengshi,Other,Domestic,0,Jingxi,Guangxi,Jingxi,,0,0,1123.22008,1207.030202,1728.761587,2020.668599,2063.911959,4115.360433,4413.8666,4607.466393,0,0,0
15,Chalco Zunyi,Guizhou,Guizhou,H-B,Chalco,Chalco,Domestic,1,Kaiyang,Guizhou,Kaiyang,,249.4906942,256.6071159,0,0,0,0,0,0,0,0,0,0,0
15,Chalco Zunyi,Guizhou,Guizhou,H-B,Chalco,Chalco,Domestic,1,Jinsha,Guizhou,Jinsha,,86.94554491,89.42556189,0,0,0,0,0,0,0,0,0,0,0
15,Chalco Zunyi,Guizhou,Guizhou,H-B,Chalco,Chalco,Domestic,0,Weng'an,Guizhou,Weng'an,,312.9476719,321.8741274,0,0,0,0,0,0,0,0,0,0,0
15,Chalco Zunyi,Guizhou,Guizhou,H-B,Chalco,Chalco,Domestic,0,Xifeng,Guizhou,Xifeng,,5.623851962,5.784265568,0,0,0,0,0,0,0,0,0,0,0
15,Chalco Zunyi,Guizhou,Guizhou,H-B,Chalco,Chalco,Domestic,1,Zunyi,Guizhou,Zunyi,,2275.789187,2340.703334,0,0,0,0,0,0,0,0,0,0,0
17,Huafei,Guizhou,Guizhou,H-B,Shanghai Huafei Investment Co.Ltd,Other,Domestic,0.6,Xiuwen,Guizhou,Xiuwen,,294.1559439,78.95935149,198.3324922,199.8227595,201.4770103,203.176625,204.9816809,206.8885183,208.843863,211.026279,213.7374266,217.3461217,221.7075052
17,Huafei,Guizhou,Guizhou,H-B,Shanghai Huafei Investment Co.Ltd,Other,Domestic,0,Zhijin,Guizhou,Zhijin,,92.37079146,24.79479997,62.28033007,62.7483035,63.26777102,63.80148369,64.36830698,64.96709168,65.58110864,66.2664305,67.11778452,68.25098624,69.62054705
18,Qingzhen Guanglv,Guizhou,Guizhou,H-B,Guangdong Guang Al Group Co.Ltd,Other,Domestic,0,Longli,Guizhou,Longli,,1.308393173,1.199550062,1.208724415,1.21876243,1.22976589,1.991160099,2.022676005,2.058798846,2.635378869,0,0,0,0
18,Qingzhen Guanglv,Guizhou,Guizhou,H-B,Guangdong Guang Al Group Co.Ltd,Other,Domestic,0.6,Qingzhen,Guizhou,Qingzhen,,1179.07212,1080.987018,1089.254582,1098.300444,1108.216326,1794.354638,1822.755525,1855.307999,2374.899086,0,0,0,0
18,Qingzhen Guanglv,Guizhou,Guizhou,H-B,Guangdong Guang Al Group Co.Ltd,Other,Domestic,0,Zhijin,Guizhou,Zhijin,,176.1244737,161.4729636,162.7079351,164.0591651,165.5403549,268.0326003,272.2749966,277.1375384,354.7517106,0,0,0,0
19.1,Qizheng Chemical,Guizhou,Guizhou,H-B,Qiya,Qiya,Domestic,0.2,Fuquan,Guizhou,Fuquan,,153.7180865,139.9009619,157.101821,159.0461928,161.2658393,163.698185,166.5974686,153.1383717,0,0,0,0,0
19.1,Qizheng Chemical,Guizhou,Guizhou,H-B,Qiya,Qiya,Domestic,0.5,Huangping,Guizhou,Huangping,,438.5008391,399.0856937,448.1533821,453.6999557,460.031786,466.9703684,475.240952,436.8471273,0,0,0,0,0
19.1,Qizheng Chemical,Guizhou,Guizhou,H-B,Qiya,Qiya,Domestic,0.7,Kaili,Guizhou,Kaili,,1815.077444,1651.927149,1855.032015,1877.990833,1904.200047,1932.920777,1967.155033,1808.232269,0,0,0,0,0
20,SPIC - Wuchuan,Guizhou,Guizhou,H-B,SPIC,SPIC,Domestic,1,Daozhen,Guizhou,Daozhen,,0,0,921.4427351,1138.4611,1152.640687,1162.496312,1170.690306,1177.788216,1183.906119,1189.689345,1195.66395,1201.963471,1207.577615
20,SPIC - Wuchuan,Guizhou,Guizhou,H-B,SPIC,SPIC,Domestic,1,Wuchuan,Guizhou,Wuchuan,,0,0,438.5670527,541.8584467,548.6073192,553.2981722,557.1981608,560.57646,563.4883182,566.2408847,569.0845395,572.0828403,574.7549306
20,SPIC - Wuchuan,Guizhou,Guizhou,H-B,SPIC,SPIC,Domestic,1,Zheng'an,Guizhou,Zheng'an,,0,0,49.03874844,60.58836362,61.34299455,61.86750626,62.30358681,62.68133421,63.00692612,63.31470669,63.63267237,63.96792992,64.26671198
22,Huajin,Guizhou,Guizhou,H-B,"Chalco, Jinjiang",Chalco,Domestic,1,Guiyang,Guizhou,Guiyang,,195.9892922,198.3704981,200.5525753,202.8850646,205.4178602,208.0195036,210.8446833,213.9831933,217.5002815,222.0947322,0,0,0
22,Huajin,Guizhou,Guizhou,H-B,"Chalco, Jinjiang",Chalco,Domestic,1,Jinsha,Guizhou,Jinsha,,19.11415182,19.34638252,19.55919291,19.78667244,20.03368717,20.28741636,20.56294628,20.86903422,21.21204355,21.6601243,0,0,0
22,Huajin,Guizhou,Guizhou,H-B,"Chalco, Jinjiang",Chalco,Domestic,0,Longli,Guizhou,Longli,,2.290473812,2.318302321,2.343803668,2.371062838,2.400662935,2.431067637,2.464084747,2.500763665,2.541866922,2.595561024,0,0,0
22,Huajin,Guizhou,Guizhou,H-B,"Chalco, Jinjiang",Chalco,Domestic,1,Qingzhen,Guizhou,Qingzhen,,3027.323648,3064.104642,3097.80982,3133.838318,3172.960824,3213.146777,3256.785555,3305.264151,3359.590406,3430.558003,0,0,0
22,Huajin,Guizhou,Guizhou,H-B,"Chalco, Jinjiang",Chalco,Domestic,0.5,Xiuwen,Guizhou,Xiuwen,,628.9040306,636.5450093,643.5470102,651.0316633,659.1590737,667.5074072,676.5730397,686.6441085,697.9299848,712.6729767,0,0,0
22,Huajin,Guizhou,Guizhou,H-B,"Chalco, Jinjiang",Chalco,Domestic,0,Zhijin,Guizhou,Zhijin,,80.60747739,81.58683192,82.48428781,83.4436059,84.48530704,85.55532421,86.71727854,88.008101,89.45462698,91.34425613,0,0,0
23.1,Chalco Zhengzhou domestic,Henan,Henan,H-B,Chalco,Chalco,Domestic,0.5,Baofeng,Henan,Baofeng,,105.8069862,79.85234578,87.02249069,94.34395704,94.99199707,81.9630306,68.80661929,69.56021997,70.38064078,71.02619907,57.24092372,57.59442339,57.97672156
23.1,Chalco Zhengzhou domestic,Henan,Henan,H-B,Chalco,Chalco,Domestic,0.3,Dengfeng,Henan,Dengfeng,,366.2942281,276.4416076,301.2640016,326.6102567,328.8537127,283.7486078,238.2023003,240.8111978,243.6514205,245.886285,198.162907,199.386691,200.7101727
23.1,Chalco Zhengzhou domestic,Henan,Henan,H-B,Chalco,Chalco,Domestic,0.85,Gongyi,Henan,Gongyi,,629.2585114,474.9002883,517.5427911,561.0852374,564.9392807,487.4530169,409.2088093,413.690646,418.5698775,422.4091613,340.4249544,342.5272983,344.8009136
23.1,Chalco Zhengzhou domestic,Henan,Henan,H-B,Chalco,Chalco,Domestic,0.8,Jiaxian,Henan,Jiaxian,,10.94679594,8.261527579,9.00335112,9.760830385,9.827876638,8.479899133,7.118736179,7.196703742,7.281584519,7.348374011,5.922148752,5.958721845,5.998274433
23.1,Chalco Zhengzhou domestic,Henan,Henan,H-B,Chalco,Chalco,Domestic,0.8,Lushan,Henan,Lushan,,79.02632571,59.64102857,64.99634798,70.46468807,70.94870358,61.21748086,51.39107069,51.95392854,52.56669377,53.04885569,42.75275239,43.01677824,43.30231345
23.1,Chalco Zhengzhou domestic,Henan,Henan,H-B,Chalco,Chalco,Domestic,0.8,Mianchi,Henan,Mianchi,,36.68221535,27.6840032,30.16982014,32.70809871,32.93276765,28.41575634,23.85456119,24.11582694,24.40025857,24.62406712,19.84485114,19.96740591,20.09994483
23.1,Chalco Zhengzhou domestic,Henan,Henan,H-B,Chalco,Chalco,Domestic,1,Pingdingshan,Henan,Pingdingshan,,21.95532595,16.56964576,18.05747633,19.57670663,19.71117724,17.00762036,14.27761822,14.43399304,14.60423328,14.73818892,11.87769526,11.95104769,12.03037593
23.1,Chalco Zhengzhou domestic,Henan,Henan,H-B,Chalco,Chalco,Domestic,0.5,Ruzhou,Henan,Ruzhou,,19.63648413,14.81961992,16.15031123,17.50908595,17.62935426,15.21133724,12.76966802,12.9095271,13.06178718,13.18159491,10.6232162,10.68882142,10.75977129
23.1,Chalco Zhengzhou domestic,Henan,Henan,H-B,Chalco,Chalco,Domestic,0.8,Sanmenxia,Henan,Sanmenxia,,22.48519378,16.96953607,18.49327381,20.04916908,20.18688499,17.41808072,14.62219296,14.78234171,14.95669051,15.09387903,12.16435047,12.23947319,12.32071592
23.1,Chalco Zhengzhou domestic,Henan,Henan,H-B,Chalco,Chalco,Domestic,0.8,Shaan,Henan,Shaan,,69.88886348,52.74500195,57.48110961,62.31716988,62.74522083,54.13917608,45.44894997,45.94672707,46.48864098,46.91505266,37.80944195,38.04293967,38.29545972
23.1,Chalco Zhengzhou domestic,Henan,Henan,H-B,Chalco,Chalco,Domestic,0.85,Xin'an,Henan,Xin'an,,200.533586,151.3423435,164.9317569,178.8079663,180.0361819,155.3426767,130.4076281,131.8359104,133.3908354,134.6143474,108.4874271,109.157407,109.8819681
23.1,Chalco Zhengzhou domestic,Henan,Henan,H-B,Chalco,Chalco,Domestic,1,Xingyang,Henan,Xingyang,,200.0090159,150.9464514,164.5003165,178.3402276,179.5652304,154.9363202,130.0664985,131.4910446,133.0419021,134.2622136,108.2036379,108.8718652,109.5945309
23.1,Chalco Zhengzhou domestic,Henan,Henan,H-B,Chalco,Chalco,Domestic,0.8,Xinmi,Henan,Xinmi,,464.6758554,350.6900482,382.1793982,414.3333112,417.1793289,359.9596088,302.1801852,305.4897969,309.0928646,311.9279832,251.3867576,252.9392332,254.6181841
23.1,Chalco Zhengzhou domestic,Henan,Henan,H-B,Chalco,Chalco,Domestic,0.8,Yanshi,Henan,Yanshi,,1069.710646,807.308737,879.7990386,953.8192028,960.3708998,828.6478007,695.6362318,703.2551489,711.5496189,718.0762255,578.7068291,582.2807175,586.1457594
23.1,Chalco Zhengzhou domestic,Henan,Henan,H-B,Chalco,Chalco,Domestic,0.8,Yuzhou,Henan,Yuzhou,,123.9255457,93.52639065,101.9243628,110.4995689,111.2585803,95.99851255,80.58917609,81.47182457,82.43273556,83.18884029,67.04295209,67.45698562,67.90474915
24.1,Chalco Zhongzhou Dom. Sinter,Henan,Henan,Sinter,Chalco,Chalco,Domestic,0.5,Baofeng,Henan,Baofeng,,17.85968508,7.985883842,8.017664535,8.050669303,12.13656392,12.21256102,12.3142724,12.47884158,12.65868626,12.80027659,12.92679693,13.0494991,13.18475128
24.1,Chalco Zhongzhou Dom. Sinter,Henan,Henan,Sinter,Chalco,Chalco,Domestic,0.3,Dengfeng,Henan,Dengfeng,,66.24494613,29.62115192,29.73903251,29.86145343,45.01680848,45.29869609,45.67596281,46.28638099,46.95345889,47.47864419,47.94793202,48.40305755,48.90473346
24.1,Chalco Zhongzhou Dom. Sinter,Henan,Henan,Sinter,Chalco,Chalco,Domestic,0.85,Gongyi,Henan,Gongyi,,448.0332367,200.3361969,201.1334565,201.9614237,304.4613603,306.3678456,308.9194067,313.0478369,317.5594727,321.1114489,324.2853747,327.3635169,330.7564924
24.1,Chalco Zhongzhou Dom. Sinter,Henan,Henan,Sinter,Chalco,Chalco,Domestic,0.8,Jiaxian,Henan,Jiaxian,,7.589030251,3.393403287,3.406907705,3.420932262,5.157131847,5.18942493,5.232644658,5.30257425,5.378994787,5.439160088,5.492921767,5.545061011,5.602533074
24.1,Chalco Zhongzhou Dom. Sinter,Henan,Henan,Sinter,Chalco,Chalco,Domestic,1,Jiyuan,Henan,Jiyuan,,17.5314953,7.839135148,7.870331838,7.90273011,11.91354228,11.98814285,12.08798518,12.24953024,12.42607009,12.56505856,12.68925396,12.80970135,12.94246814
24.1,Chalco Zhongzhou Dom. Sinter,Henan,Henan,Sinter,Chalco,Chalco,Domestic,0.8,Lushan,Henan,Lushan,,12.70404266,5.680559797,5.703166202,5.726643323,8.633042805,8.687101453,8.759451312,8.876513505,9.004441544,9.105158305,9.195155399,9.282436534,9.378644813
24.1,Chalco Zhongzhou Dom. Sinter,Henan,Henan,Sinter,Chalco,Chalco,Domestic,0.8,Mianchi,Henan,Mianchi,,123.835455,55.37250826,55.59286917,55.82171758,84.15248692,84.6794355,85.3846817,86.52577121,87.77277796,88.75453678,89.63180329,90.48259538,91.42040678
24.1,Chalco Zhongzhou Dom. Sinter,Henan,Henan,Sinter,Chalco,Chalco,Domestic,1,Qinyang,Henan,Qinyang,,24.56741704,10.98521827,11.02893514,11.07433582,16.69480877,16.79934883,16.93926092,17.16563891,17.41302957,17.60779834,17.78183712,17.95062371,18.13667385
24.1,Chalco Zhongzhou Dom. Sinter,Henan,Henan,Sinter,Chalco,Chalco,Domestic,0.5,Ruzhou,Henan,Ruzhou,,3.551292195,1.587945523,1.594264924,1.600827726,2.413283578,2.428395149,2.448619852,2.481343456,2.517104501,2.545258897,2.570416714,2.594815311,2.621709404
24.1,Chalco Zhongzhou Dom. Sinter,Henan,Henan,Sinter,Chalco,Chalco,Domestic,0.8,Sanmenxia,Henan,Sanmenxia,,15.58819738,6.970197574,6.997936233,7.026743283,10.59297255,10.65930395,10.74807915,10.89171756,11.04868866,11.1722708,11.28269962,11.38979589,11.507846
24.1,Chalco Zhongzhou Dom. Sinter,Henan,Henan,Sinter,Chalco,Chalco,Domestic,0.8,Shaan,Henan,Shaan,,48.45150143,21.66488719,21.75110496,21.84064352,32.92525827,33.13143065,33.40736323,33.85382261,34.34172286,34.72584297,35.06907972,35.40195817,35.76888354
24.1,Chalco Zhongzhou Dom. Sinter,Henan,Henan,Sinter,Chalco,Chalco,Domestic,0.85,Xin'an,Henan,Xin'an,,156.2264164,69.85599179,70.1339913,70.42269833,106.1637918,106.8285714,107.718285,109.157843,110.7310225,111.9695746,113.0763029,114.149632,115.3327416
24.1,Chalco Zhongzhou Dom. Sinter,Henan,Henan,Sinter,Chalco,Chalco,Domestic,1,Xingyang,Henan,Xingyang,,36.17197724,16.17414906,16.23851584,16.3053618,24.58069735,24.7346175,24.94061787,25.27392681,25.63817386,25.92494277,26.18118977,26.42970367,26.70363566
24.1,Chalco Zhongzhou Dom. Sinter,Henan,Henan,Sinter,Chalco,Chalco,Domestic,0.8,Xinmi,Henan,Xinmi,,24.92635754,11.14571702,11.19007261,11.23613661,16.93872709,17.04479452,17.18675078,17.41643626,17.6674414,17.86505582,18.04163739,18.21289002,18.40165843
24.1,Chalco Zhongzhou Dom. Sinter,Henan,Henan,Sinter,Chalco,Chalco,Domestic,0.8,Yanshi,Henan,Yanshi,,60.18725212,26.91247926,27.01958039,27.13080667,40.90029746,41.15640817,41.49917617,42.05377535,42.65985306,43.13701339,43.56338773,43.97689481,44.43269555
