Ref. No.,Refinery,Refinery Province,Refinery Province Category,Technology,Refinery Ownership,Owner,Bauxite Source,Bauxite Self Supply,Bauxite Origin Province,Bauxite Origin Province Category,Bauxite Origin County,,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030
3,Shuijiang,Chongqing,Other,H-B,Bosai,Other,Domestic,0,Other,General 3rd Party Domestic Supply,-,,0,612.7211307,1541.614285,1394.697728,1052.678612,802.0273533,356.4571814,143.1833592,71.91651571,0,0,0,0
11,Tiangui,Guangxi,Guangxi,H-B,Zengshi,Other,Domestic,0,Guangxi,General 3rd Party Domestic Supply,-,,0,0,0,0,0,0,0,0,0,0,4379.139669,4460.916808,4517.234327
15,Chalco Zunyi,Guizhou,Guizhou,H-B,Chalco,Chalco,Domestic,0,Guizhou,General 3rd Party Domestic Supply,-,,0,0,2417.799105,2462.787678,2493.069329,2527.803564,2562.682856,1872.495956,1472.854675,789.2955959,234.359597,117.9784083,0
16,Xian,Guizhou,Guizhou,H-B,Zengshi Group,Other,Domestic,0,Guizhou,General 3rd Party Domestic Supply,-,,205.3089138,0,0,0,498.6138658,1263.901782,1281.341428,1170.309972,1104.641006,789.2955959,0,0,0
18,Qingzhen Guanglv,Guizhou,Guizhou,H-B,Guangdong Guang Al Group Co.Ltd,Other,Domestic,0,Guizhou,General 3rd Party Domestic Supply,-,,0,0,0,0,0,0,0,0,0,1315.49266,468.719194,235.9568166,0
19.1,Qizheng Chemical,Guizhou,Guizhou,H-B,Qiya,Qiya,Domestic,0,Guizhou,General 3rd Party Domestic Supply,-,,0,0,0,0,0,0,0,0,1656.961509,1183.943394,421.8472746,212.3611349,0
22,Huajin,Guizhou,Guizhou,H-B,"Chalco, Jinjiang",Chalco,Domestic,0,Guizhou,General 3rd Party Domestic Supply,-,,0,0,0,0,0,0,0,0,0,0,749.9507104,377.5309066,0
24.2,Chalco Zhongzhou Dom. Bayer,Henan,Henan,H-B-ODT-Sweet,Chalco,Chalco,Domestic,0,Henan,General 3rd Party Domestic Supply,-,,3974.671896,735.8973405,0,0,0,0,0,0,0,0,0,0,0
25.1,Kaiman,Henan,Henan,"H-B, ODT, Sweetening",Jinjiang,Jinjiang,Domestic,0,Henan,General 3rd Party Domestic Supply,-,,0,0,0,0,0,0,1478.921402,460.3087369,233.0185171,0,0,0,0
26.1,East Hope Mianchi,Henan,Henan,"H-B, ODT",East Hope,East Hope,Domestic,0,Henan,General 3rd Party Domestic Supply,-,,0,0,0,0,0,3480.234316,2275.263695,920.6174739,466.0370343,0,0,0,0
27,Huiyuan Lushan,Henan,Henan,"H-B, ODT","Shenhuo, Huiyuan",Shenhuo,Domestic,0,Henan,General 3rd Party Domestic Supply,-,,1204.446029,735.8973405,492.7109186,0,0,0,0,0,0,0,0,0,0
31,Weilai,Henan,Henan,H-B,Private,Other,Domestic,0,Henan,General 3rd Party Domestic Supply,-,,240.8892058,0,0,0,0,0,0,0,0,0,0,0,0
33,Yima Yixiang,Henan,Henan,"H-B, CGA","Jinjiang, Yima Coal Group",Jinjiang,Domestic,0,Henan,General 3rd Party Domestic Supply,-,,0,0,0,0,687.2779086,522.0351474,341.2895543,138.0926211,69.90555514,0,0,0,0
46.2,Chalco Shandong sinter,Shandong,Other,Sintering,Chalco,Chalco,Domestic,0,Other,General 3rd Party Domestic Supply,-,,1714.781413,0,0,0,0,0,0,0,0,0,0,0,0
55,Chalco Lvliang (Xing),Shanxi,Shanxi,H-B,Chalco,Chalco,Domestic,0,Shanxi,General 3rd Party Domestic Supply,-,,0,0,0,1828.738348,694.866727,375.4123751,0,0,0,0,0,0,0
56.1,Chalco Shanxi,Shanxi,Shanxi,"H-B (Lime), sinter",Chalco,Chalco,Domestic,0,Shanxi,General 3rd Party Domestic Supply,-,,0,0,0,0,427.6102935,231.023,0,0,0,0,0,0,0
59.1,East Hope Lingshi,Shanxi,Shanxi,H-B,East Hope,East Hope,Domestic,0,Shanxi,General 3rd Party Domestic Supply,-,,0,0,0,2110.082709,801.7693004,433.1681251,0,0,0,0,0,0,0
60,Huaqing,Shanxi,Shanxi,H-B,Private,Other,Domestic,0,Shanxi,General 3rd Party Domestic Supply,-,,0,0,0,0,0,86.63362502,0,0,0,0,0,0,0
61,Qiangjin Aluminium,Shanxi,Shanxi,H-B,Private,Other,Domestic,0,Shanxi,General 3rd Party Domestic Supply,-,,0,0,0,0,1336.282167,2310.23,2368.125602,2126.26806,2143.865516,2161.857205,2180.323482,1649.494732,1664.201543
62,Senze,Shanxi,Shanxi,H-B & Sinter (1.2:0.1),Senze,Other,Domestic,0,Shanxi,General 3rd Party Domestic Supply,-,,0,0,0,0,0,346.5345001,0,0,0,0,0,0,0
63,Taixing,Shanxi,Shanxi,H-B,Private,Other,Domestic,0,Shanxi,General 3rd Party Domestic Supply,-,,0,0,0,422.0165418,0,0,0,0,0,0,0,0,0
65,Xinfa - Jiaokou,Shanxi,Shanxi,H-B,Xinfa,Xinfa,Domestic,0,Shanxi,General 3rd Party Domestic Supply,-,,0,0,0,0,1069.025734,577.5575001,0,0,0,0,0,0,0
66,Xinfa - Xiaoyi,Shanxi,Shanxi,H-B,Xinfa,Xinfa,Domestic,0,Shanxi,General 3rd Party Domestic Supply,-,,0,0,5489.372967,3938.821057,1496.636027,808.5805001,0,0,0,0,0,0,0
67.1,Xingan Chemical,Shanxi,Shanxi,H-B,Jinjiang,Jinjiang,Domestic,0,Shanxi,General 3rd Party Domestic Supply,-,,0,7065.415306,3920.980691,2672.771432,1015.574447,548.6796251,0,0,0,0,0,0,0
68,Yangquan Zhaofeng,Shanxi,Shanxi,H-B (Lime),"Xinfa, Yangquan Coal",Xinfa,Domestic,0,Shanxi,General 3rd Party Domestic Supply,-,,0,0,0,0,267.2564335,144.389375,0,0,0,0,0,0,0
72,Fusheng,Shanxi,Shanxi,H-B,Jinjiang,Jinjiang,Domestic,0,Shanxi,General 3rd Party Domestic Supply,-,,0,0,0,1125.377445,374.1590069,173.26725,0,0,0,0,0,0,0
73,YMG - Wenshan,Yunnan,Other,H-B,Yunnan Aluminium Companuy,Chalco,Domestic,0,Other,General 3rd Party Domestic Supply,-,,0,0,0,0,0,0,712.9143627,245.4571872,123.2854555,0,0,0,0
1.2,Bosai Xianfeng import,Chongqing,Other,L-B,Bosai,Other,Imported,0,-,General Imports,-,,554.8006062,799.4078629,1066.108213,803.5512849,809.1791662,799.4212651,802.1207731,805.3179224,0,0,0,0,0
2,Bosai Wanzhou,Chongqing,Other,L-B,Bosai,Other,Imported,0,-,General Imports,-,,0,0,0,0,0,1332.368775,3208.483092,3221.27169,6460.070579,6467.442672,7821.426911,9710.496912,9582.4976
3,Shuijiang,Chongqing,Other,H-B,Bosai,Other,Imported,0,-,General Imports,-,,0,0,279.853406,468.7382495,849.6381245,1119.189771,1403.711353,1691.167637,1789.977889,1886.337446,1348.521881,1348.680127,1330.902444
6.2,Jinjiang Chongzuo import,Guangxi,Guangxi,L-B,Jinjiang,Jinjiang,Imported,0,-,General Imports,-,,0,0,0,0,0,1065.89502,1336.867955,1342.196537,1345.848037,1347.38389,1348.521881,1348.680127,1330.902444
10,Fangcheng,Guangxi,Guangxi,L-B,Chalco,Chalco,Imported,0,-,General Imports,-,,0,0,2265.479953,5357.008566,5394.527775,5329.475101,8021.207731,8053.179224,8075.088223,8084.303339,10788.17505,10789.44101,10647.21956
13,Baise Mining,Guangxi,Guangxi,H-B,Baise Mining,Other,Imported,0,-,General Imports,-,,0,0,0,0,0,2131.79004,2138.988728,2147.51446,2153.35686,2155.814224,2157.63501,2427.624228,2661.804889
15,Chalco Zunyi,Guizhou,Guizhou,H-B,Chalco,Chalco,Imported,0,-,General Imports,-,,0,0,0,0,0,0,0,214.751446,646.0070579,808.4303339,1078.817505,1213.812114,1197.8122
16,Xian,Guizhou,Guizhou,H-B,Zengshi Group,Other,Imported,0,-,General Imports,-,,0,0,0,0,0,0,0,134.2196537,484.5052934,808.4303339,0,0,0
18,Qingzhen Guanglv,Guizhou,Guizhou,H-B,Guangdong Guang Al Group Co.Ltd,Other,Imported,0,-,General Imports,-,,0,0,0,0,0,0,0,0,0,1347.38389,2157.63501,2427.624228,2661.804889
19.1,Qizheng Chemical,Guizhou,Guizhou,H-B,Qiya,Qiya,Imported,0,-,General Imports,-,,0,0,0,0,0,0,0,0,726.7579401,1212.645501,1941.871509,2184.861805,2395.6244
19.2,Qizheng Chemical Added LT,Guizhou,Guizhou,L-B,Qiya,Qiya,Imported,0,-,General Imports,-,,0,266.4692876,399.79058,535.7008566,539.4527775,532.9475101,534.747182,536.8786149,538.3392149,538.953556,539.4087525,539.4720507,532.3609778
22,Huajin,Guizhou,Guizhou,H-B,"Chalco, Jinjiang",Chalco,Imported,0,-,General Imports,-,,0,0,0,0,0,0,0,0,0,0,3452.216016,3884.198765,4258.887822
23.2,Chalco Zhengzhou import,Henan,Henan,L-B,Chalco,Chalco,Imported,0,-,General Imports,-,,528.3815297,799.4078629,799.58116,803.5512849,809.1791662,799.4212651,802.1207731,805.3179224,807.5088223,808.4303339,809.1131287,809.208076,798.5414666
24.3,Chalco Zhongzhou LT Amt,Henan,Henan,L-B,Chalco,Chalco,Imported,0,-,General Imports,-,,528.3815297,3997.039315,5597.06812,5357.008566,4855.074997,3997.106326,3743.230274,3758.150305,3768.374504,3772.674892,3506.156891,3506.568329,3460.346355
25.1,Kaiman,Henan,Henan,"H-B, ODT, Sweetening",Jinjiang,Jinjiang,Imported,0,-,General Imports,-,,0,0,0,0,0,0,1737.928342,2147.51446,2422.526467,2694.76778,1348.521881,1348.680127,1330.902444
25.2,Kaiman Import,Henan,Henan,L-B,Jinjiang,Jinjiang,Imported,0,-,General Imports,-,,0,0,1332.635267,1339.252142,1348.631944,1332.368775,1336.867955,1342.196537,1345.848037,1347.38389,1348.521881,1348.680127,1330.902444
26.1,East Hope Mianchi,Henan,Henan,"H-B, ODT",East Hope,East Hope,Imported,0,-,General Imports,-,,0,0,0,0,0,1598.84253,2673.73591,4295.02892,4845.052934,5389.53556,4045.565644,4046.04038,3992.707333
26.2,East Hope Mianchi Added LT,Henan,Henan,L-B,East Hope,East Hope,Imported,0,-,General Imports,-,,0,133.2346438,266.5270533,0,0,0,0,0,0,0,0,0,0
30.2,Wanji import,Henan,Henan,L-B,Wanji Holdings,Other,Imported,0,-,General Imports,-,,0,959.2894355,2665.270533,2678.504283,2697.263887,2664.73755,2673.73591,2684.393075,2691.696074,2694.76778,2697.043762,2697.360253,2661.804889
33,Yima Yixiang,Henan,Henan,"H-B, CGA","Jinjiang, Yima Coal Group",Jinjiang,Imported,0,-,General Imports,-,,0,0,0,0,80.91791662,239.8263795,401.0603865,644.2543379,726.7579401,808.4303339,809.1131287,809.208076,798.5414666
40.1,Xinwang L-B,Inner Mongolia,Other,L-B,BXG,Other,Imported,0,-,General Imports,-,,1320.953824,1279.052581,1332.635267,1339.252142,1348.631944,1332.368775,1336.867955,1073.75723,1076.67843,1077.907112,1078.817505,1078.944101,1064.721956
42.2,Mengxi import,Inner Mongolia,Other,L-B,Private,Other,Imported,0,-,General Imports,-,,132.0953824,506.2916465,533.0541067,535.7008566,539.4527775,0,0,0,0,0,0,0,0
43.1,Qihui H-B,Inner Mongolia,Other,H-B,Jinguotou,Other,Imported,0,-,General Imports,-,,0,0,0,0,1348.631944,2664.73755,3475.856683,3489.710997,3499.204897,4850.582004,5394.087525,5394.720507,5323.609778
43.2,Qihui L-B,Inner Mongolia,Other,L-B,Jinguotou,Other,Imported,0,-,General Imports,-,,0,0,0,0,1348.631944,2664.73755,3208.483092,5368.786149,5383.392149,5928.489116,7282.018158,7282.872684,7186.8732
44,Jinjiang Lianyungang,Jiangsu,Other,L-B,Jinjiang,Jinjiang,Imported,0,-,General Imports,-,,0,0,0,0,1348.631944,2664.73755,3208.483092,5368.786149,5383.392149,5389.53556,5394.087525,5394.720507,5323.609778
45,Chalco Lianyungang,Jiangsu,Other,L-B,Chalco,Chalco,Imported,0,-,General Imports,-,,0,0,0,0,0,1332.368775,2673.73591,4295.02892,5114.222541,7275.873006,8091.131287,8092.08076,7985.414666
46.1,Chalco Shandong L-B,Shandong,Other,L-B,Chalco,Chalco,Imported,0,-,General Imports,-,,3962.861473,5729.089684,5330.541067,5357.008566,5394.527775,5329.475101,5347.47182,5368.786149,5383.392149,5389.53556,5394.087525,5394.720507,5323.609778
46.3,Chalco Shandong sinter import,Shandong,Other,L-B,Chalco,Chalco,Imported,0,-,General Imports,-,,0,532.9385753,533.0541067,535.7008566,539.4527775,532.9475101,534.747182,536.8786149,538.3392149,538.953556,539.4087525,539.4720507,532.3609778
47.1,Chiping Xinfa L-B,Shandong,Other,L-B,Xinfa,Xinfa,Imported,0,-,General Imports,-,,8189.913711,8793.486492,8662.129233,8705.13892,8766.107634,8660.397039,8689.641708,8724.277493,8748.012242,8757.995284,8765.392228,8766.420823,8517.775644
47.2,Chiping Xinfa H-B,Shandong,Other,H-B,Xinfa,Xinfa,Imported,0,-,General Imports,-,,4227.052238,3357.513024,3331.588167,3348.130354,3371.579859,3330.921938,3342.169888,3355.491343,3364.620093,3368.459725,3371.304703,3371.700317,3327.256111
48,Lubei,Shandong,Other,L-B,Lubei Group,Jinjiang,Imported,0,-,General Imports,-,,2377.716884,2451.517446,2398.74348,2410.653855,2427.537499,2398.263795,2406.362319,2415.953767,2422.526467,2425.291002,2427.339386,2427.624228,2395.6244
49.1,Nanshan Donghai H-B,Shandong,Other,H-B,Nanshan Group,Nanshan,Imported,0,-,General Imports,-,,2641.907649,2664.692876,2665.270533,2678.504283,2697.263887,2664.73755,2673.73591,2684.393075,2691.696074,2694.76778,2697.043762,2697.360253,2661.804889
49.2,Nanshan Donghai L-B,Shandong,Other,L-B,Nanshan Group,Nanshan,Imported,0,-,General Imports,-,,1849.335354,1865.285013,1865.689373,1874.952998,1888.084721,1865.316285,1871.615137,1879.075152,1884.187252,1886.337446,1887.930634,1888.152177,1863.263422
50,Bochuang,Shandong,Other,L-B,Chuangxin Group,Other,Imported,0,-,General Imports,-,,0,1039.230222,1332.635267,2142.803426,2157.81111,3197.685061,3208.483092,3221.27169,3230.035289,3233.721336,3775.861267,3776.304355,3726.526844
52.1,Weiqiao - Binzhou L-B,Shandong,Other,L-B,Weiqiao,Weiqiao,Imported,0,-,General Imports,-,,10567.63059,10125.83293,10661.08213,10714.01713,10789.05555,10658.9502,10694.94364,10737.5723,10766.7843,10779.07112,10788.17505,10789.44101,10647.21956
52.2,Weiqiao - Binzhou H-B,Shandong,Other,H-B,Weiqiao,Weiqiao,Imported,0,-,General Imports,-,,5283.815297,5329.385753,5330.541067,5357.008566,5394.527775,5329.475101,5347.47182,5368.786149,5383.392149,5389.53556,5394.087525,5394.720507,5323.609778
53.1,Weiqiao-Wudi-Zhanhua L-B,Shandong,Other,L-B,Weiqiao,Weiqiao,Imported,0,-,General Imports,-,,18493.35354,19185.78871,21322.16427,22767.28641,24275.37499,23982.63795,24063.62319,24159.53767,24225.26467,24252.91002,24273.39386,24276.24228,23956.244
53.2,Weiqiao-Wudi-Zhanhua H-B,Shandong,Other,H-B,Weiqiao,Weiqiao,Imported,0,-,General Imports,-,,5283.815297,7461.140054,5330.541067,5357.008566,6743.159718,6661.843876,6684.339775,6710.982687,6729.240186,6736.91945,6742.609406,6743.400633,6654.512222
55,Chalco Lvliang (Xing),Shanxi,Shanxi,H-B,Chalco,Chalco,Imported,0,-,General Imports,-,,0,0,0,1741.027784,2805.154443,3117.742934,3475.856683,3355.491343,3364.620093,3368.459725,3236.452515,3236.832304,3194.165867
56.1,Chalco Shanxi,Shanxi,Shanxi,"H-B (Lime), sinter",Chalco,Chalco,Imported,0,-,General Imports,-,,0,0,0,0,1726.248888,1918.611036,2138.988728,1342.196537,1345.848037,538.953556,0,0,0
56.2,Chalco Shanxi import,Shanxi,Shanxi,L-B,Chalco,Chalco,Imported,0,-,General Imports,-,,0,1332.346438,2665.270533,2678.504283,2697.263887,2664.73755,2673.73591,2684.393075,2691.696074,2694.76778,2697.043762,2697.360253,2661.804889
57.1,SPIC Shanxi,Shanxi,Shanxi,H-B & Sinter,SPIC,SPIC,Imported,0,-,General Imports,-,,0,0,0,0,0,0,0,2147.51446,2153.35686,2155.814224,2157.63501,2157.888203,2129.443911
57.2,SPIC Shanxi import,Shanxi,Shanxi,L-B,SPIC,SPIC,Imported,0,-,General Imports,-,,0,1465.581082,5064.014013,5089.158138,5124.801386,5063.001346,5080.098229,5100.346842,4037.544112,4042.15167,4045.565644,4046.04038,3992.707333
58.2,Dongxu Tianyuan import,Shanxi,Shanxi,L-B,Tianyuan Chemical,Other,Imported,0,-,General Imports,-,,0,0,799.58116,803.5512849,809.1791662,799.4212651,802.1207731,805.3179224,0,0,0,0,0
59.1,East Hope Lingshi,Shanxi,Shanxi,H-B,East Hope,East Hope,Imported,0,-,General Imports,-,,0,0,0,2008.878212,3236.716665,3597.395693,4010.603865,2684.393075,2691.696074,2694.76778,2697.043762,2697.360253,2661.804889
59.2,East Hope Lingshi Import,Shanxi,Shanxi,L-B,East Hope,East Hope,Imported,0,-,General Imports,-,,0,1065.877151,2132.216427,2142.803426,2157.81111,2131.79004,2138.988728,2147.51446,2153.35686,2155.814224,2157.63501,2157.888203,2129.443911
60,Huaqing,Shanxi,Shanxi,H-B,Private,Other,Imported,0,-,General Imports,-,,0,0,0,0,0,719.4791386,802.1207731,805.3179224,807.5088223,808.4303339,809.1131287,809.208076,798.5414666
62,Senze,Shanxi,Shanxi,H-B & Sinter (1.2:0.1),Senze,Other,Imported,0,-,General Imports,-,,0,0,0,0,0,2877.916554,2673.73591,2684.393075,2691.696074,2155.814224,2157.63501,2157.888203,2129.443911
63,Taixing,Shanxi,Shanxi,H-B,Private,Other,Imported,0,-,General Imports,-,,0,0,0,401.7756425,0,0,0,0,0,0,0,0,0
65,Xinfa - Jiaokou,Shanxi,Shanxi,H-B,Xinfa,Xinfa,Imported,0,-,General Imports,-,,0,0,0,0,4315.62222,4796.527591,5347.47182,5368.786149,4979.637738,4176.890059,4315.27002,4315.776405,4258.887822
66,Xinfa - Xiaoyi,Shanxi,Shanxi,H-B,Xinfa,Xinfa,Imported,0,-,General Imports,-,,0,0,2238.827248,3749.905996,6041.871108,6715.138627,7486.460548,7516.300609,6460.070579,6467.442672,6472.90503,6473.664608,6388.331733
67.1,Xingan Chemical,Shanxi,Shanxi,H-B,Jinjiang,Jinjiang,Imported,0,-,General Imports,-,,0,0,1599.16232,2544.579069,4099.841109,4556.701211,5080.098229,5100.346842,4575.883327,4581.105226,4315.27002,4315.776405,4258.887822
67.2,Xingan Chemical import,Shanxi,Shanxi,L-B,Jinjiang,Jinjiang,Imported,0,-,General Imports,-,,0,0,1332.635267,1339.252142,1348.631944,1332.368775,1336.867955,1342.196537,1345.848037,1347.38389,1078.817505,1078.944101,1064.721956
68,Yangquan Zhaofeng,Shanxi,Shanxi,H-B (Lime),"Xinfa, Yangquan Coal",Xinfa,Imported,0,-,General Imports,-,,0,0,0,0,1078.905555,1199.131898,1336.867955,1342.196537,1345.848037,1347.38389,1348.521881,1348.680127,1330.902444
70.2,Xinghua (Chalco Jiaokou) import,Shanxi,Shanxi,H-B,Chalco,Chalco,Imported,0,-,General Imports,-,,0,346.4100739,1465.898793,1339.252142,1348.631944,1332.368775,1069.494364,1073.75723,1076.67843,1077.907112,1078.817505,1078.944101,1064.721956
72,Fusheng,Shanxi,Shanxi,H-B,Jinjiang,Jinjiang,Imported,0,-,General Imports,-,,0,0,0,1071.401713,1510.467777,1438.958277,1604.241546,1610.635845,1615.017645,1347.38389,1348.521881,1348.680127,1330.902444
73,YMG - Wenshan,Yunnan,Other,H-B,Yunnan Aluminium Companuy,Chalco,Imported,0,-,General Imports,-,,0,0,0,0,0,0,2807.422706,2899.144521,3068.533525,3233.721336,3236.452515,3236.832304,2661.804889
74,Guangxi - blending,Guangxi,Guangxi,H-B,spare,spare,Imported,0,-,General Imports,-,,0,447.6684032,1066.108213,535.7008566,0,0,0,0,0,0,0,0,0
76,Henan - blending,Henan,Henan,H-B,spare,spare,Imported,0,-,General Imports,-,,0,346.4100739,0,0,0,0,0,0,0,0,0,0,0
77,Shanxi - blending,Shanxi,Shanxi,H-B,spare,spare,Imported,0,-,General Imports,-,,0,2797.92752,932.8446866,0,0,0,0,0,0,0,0,0,0
78,Other - blending,Other,Other,H-B,spare,spare,Imported,0,-,General Imports,-,,0,415.6920887,0,0,0,0,0,0,0,0,0,0,0
